id,day,word,meaning,source
d03-069,3,benighted,"무지몽매한


(be(완전히) + night(라틴어 nox))",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-070,3,benign,"친절한, 상냥한; 좋은; 무해한

(bene(좋은, 잘) + genus(태어난))",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-071,3,benignant,"친절한, 다정한, 유익한

(bene(좋은, 잘) + genus(태어난))",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-072,3,bent,"경향, 성향, 소질, 재능",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-073,3,bequeath,"물려주다


(be-(대하여, 관하여) + cwethan(말 하다))",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-074,3,berate,호되게 꾸짖다.,https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-075,3,bereave,"(가족을) 잃다, 여의다, 사별하다

(be(강조) + reave(약탈하다, 독일어 rauben))",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-076,3,bereft of,"~가 없는, 빼앗긴;

(be(강조) + reave(약탈하다, 독일어 rauben))",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-077,3,beset,"에워싸다, 둘러싸다; 괴롭히다.


(be-(강조) + settan(두다))",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-078,3,besmirch,"더럽히다, (명성) 훼손하다

(be(온통) + smirch(의태어))",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-079,3,bespeak,"나타내다, 보여주다",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-080,3,bestow,"주다, 부여하다;",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-081,3,betoken,"전조가 되다, 징조가 되다

(be(강조) + tācnian(표시하다))",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-082,3,betray,"배신, 배반하다; (원칙, 신뢰 등을) 저버리다; 은연중에 드러내다.

(e(완전) + tray(배신하다))",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-083,3,bewail,"슬퍼하다, 한탄하다; 유감으로 생각하다, 개탄하다.

(be(강조) + wail)",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-084,3,bewilder,"당황하게 하다, 어리둥절하게 하다;

(be(완전히) + wilder(헤매다))",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-085,3,bifurcate,"두 갈래로 나뉘다.

(bi(두 개의) + furca(포크))",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-086,3,bigot,"편협한 사람 (나와 생각, 종교, 사상 등이 다른 사람을 배척하는 사람)",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-087,3,bilious,"성질 나쁜, 화 잘 내는

(bile 분노, 증오, 담즙)",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-088,3,bilk,"(돈) 사취하다, 속이다.

(balk 파생)",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-089,3,biting,"신랄한, 통렬한",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-090,3,bizarre,"이상한, 별난",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-091,3,bland,"특징 없는, 단조로운

(blandus(부드러운))",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-092,3,blandish,"감언으로 설득하다

(blandus(부드러운))",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-093,3,blare,요란하게 울리다,https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-094,3,blasphemy,신성모독,https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-095,3,blatant,"뻔한, 명백한; 떠들썩한",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-096,3,blazon,"과시하다, 자랑하다",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-097,3,bleak,"암울한, 황량한",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-098,3,blemish,"흠, 결점",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-099,3,blight,"고사시키다; 해를 가하다, 파괴하다, 망치다",https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d03-100,3,ballon,급증하다,https://quizlet.com/kr/1206327010/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-03-flash-cards
d04-001,4,blithe,"명랑한, 쾌활한; 무관심한, 태평스러운;

(blīths 축복)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-002,4,bludgeon,"위협하다, 강요하다",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-003,4,blunder,"실수하다, (일을) 그르치다",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-004,4,blunt,"(칼날 등이) 무딘, (퉁명)직설적인",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-005,4,blurt,(말을) 불쑥 내뱉다. 무심코 말하다,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-006,4,bluster,"(바람, 파도) 몰아치다
허세부리며 큰 소리로 말하다",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-007,4,boast,"자랑하다, 허풍 떨다
자랑할만할 ~를 가지고 있다",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-008,4,bode,"전조하다, 징조가 되다",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-009,4,bogus,가짜의,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-010,4,boisterous,"시끄러운, 요란한, 거친, 사나운, 난폭한",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-011,4,bolster,"지지하다, 강화하다, 지탱하다",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-012,4,bombastic,"허풍떠는, 허세부리는",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-013,4,boon,"은혜, 행운, 혜택",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-014,4,boorish,"촌뜨기같은, 무례한 (coarse, uncouth)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-015,4,bootless,"소용없는, 쓸모없는
(*boo=profit
fruitless, futile)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-016,4,border (on),~에 가깝다,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-017,4,brackish,"소금기 있는, 불쾌한",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-018,4,braggart,자랑쟁이,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-019,4,brandish,"(무기) 휘두르다, 과시하다",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-020,4,brash,"뻔뻔한, 무례한, 건방진
무모한, 성급한",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-021,4,bravado,허세,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-022,4,brazen,철면피의,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-023,4,breach,"(법, 약속) 위반하다
(*breach=break)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-024,4,breakthrough,"돌파구, (과학 등) 큰 발전",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-025,4,brevity,간결함,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-026,4,bridle,"억제하다, 굴레를 씌우다",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-027,4,bristle,발끈하다,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-028,4,broach,"(이야기를) 꺼내다, 발의하다",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-029,4,bromide,상투적인 말,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-030,4,brook,"참다

(brūcan사용하다, 소유하다)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-031,4,buccaneer,"해적

(boucan (고기를 요리하고 저장하는 틀) -> 프 랑스어 boucanier 사냥꾼)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-032,4,bucolic,"전원적인

(*bu=cow)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-033,4,buffoonery,"익살꾼, 익살 짓

(buffo(광대))",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-034,4,bumbling,"실수를 잘하는, 무능력한

(boom('험, 부움' 의성어) + le(반복동작 동사))",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-035,4,bumptious,"자기주장이 (지나치게)강한,
건방진, 잘난 체하는

(bump + fractious)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-036,4,bungle,어설픈짓하다,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-037,4,buoy,"기분을 들뜨게 하다

(스페인어 boyar 떠 있다)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-038,4,buoyant,"부력이 있는, 명랑한

(스페인어 boyar 떠 있다)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-039,4,burgeon,"급성장하다, 번영하다, 발전하다

(burra(털실))",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-040,4,burnish,"(닦아서) 광내다, (기술 등을) 연마하다

(brun 갈색 brown)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-041,4,bustle,"부산하게 움직이다, 활기찬

(busk 준비하다)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-042,4,buttress,"(벽의) 지지대 (=부벽), 지지하다

(boter 때리다, 찌르다)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-043,4,byzantine,복잡한,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-044,4,cabal,도당,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-045,4,cache,"(귀중품, 무기 등) 은닉처

(cacher숨기다)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-046,4,cacophony,"불협화음

(kakos(나쁜) + phōnē(소리))",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-047,4,cagey,"터놓지않는, 조심하는",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-048,4,cajole,감언으로 꼬셔서 ~하게 하다,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-049,4,calamity,"재앙, 재난",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-050,4,calculated,"계획된, 의도된",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-051,4,caliber,"능력, 역량, 우수성
(총, 포의) 구경

(qālib틀)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-052,4,calibrate,"(총의)구경을 재다
(온도계, 자 등) 눈금을 정하다; 조정하다

(qālib틀)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-053,4,callous,"냉담한, 무감각한
indifferent, apathetic",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-054,4,callow,"미성숙한, 경험이 없는",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-055,4,calumny,"중상, 비방
aspersion, slur",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-056,4,camaraderie,"동지애, 우정
comradeship",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-057,4,camouflage,위장하다,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-058,4,canard,"헛소문, 유언비어",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-059,4,candid,"솔직한, 공정한

(candor 흰색)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-060,4,canned,"(효과음)녹음된 소리, 바꿀 수 없는, *진부한(formulaic)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-061,4,canny,약삭빠른,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-062,4,canon,"규범, 기준; 일반적인 규칙, 근본원리;
(작품 질에대한) 권위를 인정받은 문헌 목록, 주요 문헌 문록;
성서의 정경; 진짜 작품(목록), 정본목록;

(*canonize 칭송하다)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-063,4,cant,"위선적인 말, 은어, 전문어

(cantare 노래하다)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-064,4,canvass,"(선거구) 유세하다, 여론조사하다, (면밀히 살피다)

(멍석(canvas)에 던져 넣고(멍석말이) 벌주다 - > 의견을 묻다 -> 지지를 호소하다)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-065,4,caparison,(horse)호화로운 장식,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-066,4,capitulate,"항복하다, 굴복하다
(*cap=머리)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-067,4,capricious,"변덕스러운, 갑작스러운

(cap(머리, 대가리) + riccio(고슴도치))",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-068,4,captious,"트집잡는

(capere(잡다 붙들다))",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-069,4,captivate,"매료시키다

(capere(잡다 붙들다))",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-070,4,caricature,"희화하다

(caricare 과장하다)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-071,4,carnal,"육체의, 세속적인

(carn 살)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-072,4,carping,"트집잡는

carpere 중상모략하다)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-073,4,castigate,"책망하다, 혹평하다

(castigare 꾸짖다)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-074,4,casual,"대충하는, 건성의; 우연한; 비형식적인

(casus 떨어지다)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-075,4,casualty,"(사건, 사고) 사상자",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-076,4,catalyze,"촉진시키다, 촉매작용하다

(kata(아래로) + luein(느슨하게 만들다))",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-077,4,categorical,"절대적인

(katēgoria 선언문)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-078,4,cater (to),"(요구, 필요를)만족시키려 애쓰다 ,
(음식, 서비스를) 공급하다",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-079,4,caterwauling,"(싸우는 고양이처럼) 불쾌하게꽥꽥 소리치는
shrieking

(cat + waul(의성어))",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-080,4,catholic,"(취향이) 폭넓은, 보편적인

(kata(존경하여) + holos(전체))",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-081,4,caustic,"(타물질 녹임) 부식성의, 신랄한",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-082,4,cavalier,"무신경한, 거만한

(caballus 말)",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-083,4,cavil,트집을 잡다,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-084,4,cede,"양도하다, 포기하다",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-085,4,celerity,신속함,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-086,4,celebrate,축하하다,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-087,4,censorious,매우 비난(비판)적인,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-088,4,censorship,검열,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-089,4,censure,비난하다,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-090,4,centrifugal,원심력의,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-091,4,cerebral,뇌의,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-092,4,ceremonious,"의식의, 지나치게 격식을 갖춘",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-093,4,certitude,확신,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-094,4,cessation,중단,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-095,4,bray,시끄러운 울음소리,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-096,4,bulwark,보호막,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-097,4,cachet,"높은 지위, 명성",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-098,4,catchall,"포괄적인, 다목적의",https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-099,4,causal,인과관계의,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d04-100,4,burlesque,풍자극,https://quizlet.com/kr/1206327053/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-04-flash-cards
d05-001,5,chagrin,"화, 분함, 창피함",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-002,5,challenge,"이의를 제기하다, 도전하다",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-003,5,champion,"옹호하다, 지지하다

(campus(평지) -> campio(싸움꾼, 선수))",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-004,5,charlatan,"돌팔이, 사기꾼",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-005,5,chary,"조심하는, 신중한; 절약하는;

chara(슬픔, 한탄)",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-006,5,chasten,"잘못을 깨닫게 하다, 훈계하다.

(castus(도덕적으로 깨끗한, 순결한))",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-007,5,chastise,"체벌하다, 몹시 비난하다.

(castus(도덕적으로 깨끗한, 순결한))",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-008,5,chauvinism,"맹목적인 애국심, 맹목적 열의;",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-009,5,check,"제지 , 억제하다.",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-010,5,chic,"세련된, 우아한",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-011,5,chicanery,속임수,https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-012,5,chide,"꾸짖다

(cīdan(꾸짖다))",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-013,5,chimera,"불가능한 생각, 불가능한 희망",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-014,5,chivalrous,"기사도적인, 용감한, 예의바른

(caballarius(마부))",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-015,5,choleric,"담즙질의, 화를 잘 내는


(kholē(담즙), cholera(설사))",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-016,5,churlish,무례한,https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-017,5,cipher,암호,https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-018,5,circuitous,"빙돌아가는, 우회하는

(circum(주변) + ire(가다))",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-019,5,circumlocution,"에둘러 말하기, 장황

(circum(주변) + loqui(말하다)",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-020,5,circumscribe,"제한하다


(circum(주변) + scribere(쓰다))",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-021,5,circumspect,"신중한, 주의깊은, 조심하는

(circum(주변) + specere(보다))",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-022,5,circumvent,"(법, 제한 등을) 피하다.

(circum(주변) + venire(오다))",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-023,5,civil,"민간의; 정중한, 예의 바른; 시민의",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
d05-024,5,clairvoyant,"천리안이 있는, 통찰력이 있는; 심령술사, 영매

(clair(명확한) + voyant(보는))",https://quizlet.com/kr/1206327118/%EA%B1%B0%EB%A7%8C%EC%96%B4-100-day-05-flash-cards
